model_name,accuracy,training_time,prediction_time
Naive Bayes,0.7995782010724463,0.3765755653381347,0.0165351867675781
Logistic Regression,0.8861950595678805,35.13583631515503,0.0146830558776855
Random Forest,0.8993381346615512,201.4649596691132,0.547457504272461
SVM,0.8950662987144107,365.0740236282349,207.07902722358705
Random Forest,0.8994458280047566,537.7280659198761,1.3067745208740233
